date,open,high,low,close,volume,trade_volume
20210422,88200,93100,85400,91200,466783,41549
20210421,89700,90400,87400,87400,270783,23929
20210420,91800,92100,90400,90500,153422,13959
20210419,93300,93400,91100,92200,166288,15368
20210416,90700,93200,89500,93000,234162,21371
20210415,92900,93000,90400,90600,193862,17653
20210414,87900,95000,87700,92500,445635,41150
20210413,87800,89000,86100,87100,220022,19225
20210412,86900,88100,85400,88100,265450,22936
20210409,88200,90900,88100,89000,135736,12123
20210408,87700,88600,85500,87700,94781,8273
20210407,85600,87500,84900,87400,87337,7556
20210406,87600,88500,85000,85400,123053,10621
20210405,89900,90400,86800,87300,136699,12022
20210402,91400,91600,89500,90000,105362,9488
20210401,90000,92400,89800,90600,103421,9410
20210331,90400,91400,89600,89600,101105,9128
20210330,90000,93000,90000,90600,128412,11723
20210329,94100,94100,90400,91000,177485,16220
20210326,94500,96900,93400,94400,171143,16204
20210325,99700,99700,94400,94800,257355,24711
20210324,103400,104200,99500,99700,317316,31958
20210323,103672,106272,101672,102405,466057,48640
20210322,105939,105939,103005,103539,417008,43429
20210319,102405,104939,100805,104272,460058,47473
20210318,103672,107072,101138,102672,376214,39004
20210317,102672,103605,100938,102672,297266,30405
20210316,101338,102672,99672,102472,264303,26868
20210315,100005,103072,98872,101405,390345,39682
20210312,95938,101338,93871,100005,909873,89607
20210311,92538,94938,90605,93471,509456,46996
20210310,80471,98005,79937,93471,2820445,258438
20210309,80204,80271,76404,78004,436690,33922
20210308,85338,85738,80671,81071,344389,28385
20210305,87338,87471,83804,85204,240441,20512
20210304,87204,87738,86071,86338,198017,17158
20210303,88671,91805,87804,89738,235278,21190
20210302,89071,90538,86471,87671,193822,17109
20210226,88938,89004,85004,86671,433715,37374
20210225,87138,94338,85338,90805,741848,67595
20210224,88538,89604,83204,83471,409178,35247
20210223,89938,92005,87471,87804,217840,19342
20210222,91738,95338,89671,90005,243169,22482
20210219,91471,91871,88671,91071,219888,19808
20210218,93471,93671,92138,92138,163457,15133
20210217,93471,94338,92205,94205,184387,17134
20210216,96405,96605,94138,94271,186927,17751
20210215,95538,97005,94471,96605,144200,13850
20210210,95805,96471,93938,95405,108448,10280
20210209,96538,97672,93805,95471,268313,25713
20210208,95005,96672,93471,93671,149262,14161
20210205,93338,98205,93271,95338,358712,34457
20210204,93271,93338,90538,92671,250964,23036
20210203,95671,95805,93005,94338,183930,17326
20210202,95738,97338,93338,95605,200829,19187
20210201,88538,96338,88338,95671,431776,39940
20210129,94338,97138,88004,88738,499835,46021
20210128,96005,97005,94005,94071,317768,30209
20210127,100538,100538,98072,98072,202592,20002
20210126,104605,105072,99472,100205,301728,30606
20210125,97938,103872,96805,102472,377462,38383
20210122,100205,100205,97672,98005,237839,23410
20210121,103539,103872,99605,100072,243684,24600
20210120,100338,104205,99538,103005,440084,45101
20210119,95205,100872,92338,99672,582875,56099
20210118,98805,99338,94271,95805,576168,55717
20210115,102605,102605,99472,100472,364350,36591
20210114,102405,103739,100872,101605,247696,25258
20210113,102205,103605,100472,101338,381020,38684
20210112,103405,105605,102072,102205,373010,38562
20210111,106872,108139,102405,104005,745644,78063
20210108,115806,115806,106339,106939,1084348,118103
20210107,110939,125406,109672,111339,1442505,165963
20210106,112472,113539,110072,111006,455652,50823
20210105,115006,115539,110739,112339,703750,79096
20210104,120139,120539,113339,115006,945523,109468
20201230,117739,120939,117673,119806,1024708,122132
20201229,109539,118406,106872,118139,3120928,351033
20201228,106672,108739,100605,101338,2906357,302347
20201224,101338,106005,99872,104405,1738142,179858
20201223,105805,107339,99805,100272,1241377,127692
20201222,111339,111872,105805,106139,870021,94589
20201221,113606,113606,110006,111339,670862,75017
20201218,116139,116272,113272,113739,560696,64119
20201217,118473,118473,116539,116673,421321,49514
20201216,118539,120273,116806,118539,319580,38007
20201215,121606,121606,115539,118006,638295,75522
20201214,117473,120606,114472,118006,665136,78900
20201211,117339,119139,115006,116673,595100,69895
20201210,113206,115672,112672,115206,330232,37992
20201209,114606,115606,112672,113806,324701,37035
20201208,117873,120273,113539,113806,770646,89963
20201207,110739,117806,110672,116206,768175,88554
20201204,113606,114739,111406,111739,329145,37019
20201203,113872,115339,111139,113606,386901,43705
20201202,115339,116673,110806,114139,621473,70277
20201201,109339,118206,107939,116339,1224392,140119
20201130,109672,109739,106339,107139,517564,55552
20201127,108605,110939,107539,109605,270789,29737
20201126,106539,109005,105072,108939,397146,41971
20201125,109472,111206,106072,106405,367533,39806
20201124,113939,113939,108472,109472,355790,39125
20201123,115206,116606,112272,112672,321270,36577
20201120,108672,114939,108672,113806,403607,45456
20201119,110739,111472,107539,110006,286457,31374
20201118,110139,110872,108472,110339,213387,23468
20201117,105005,110406,104339,109605,326262,35062
20201116,107672,108339,105539,106672,209195,22408
20201113,105672,108072,102805,107139,236696,24912
20201112,105339,108405,104205,105605,314408,33462
20201111,105005,106005,100672,103339,486768,50149
20201110,112739,113006,106405,106539,448913,48464
20201109,111939,114472,111872,112606,304843,34507
20201106,115539,116673,110872,111339,440145,49704
20201105,116739,119539,112206,115539,622824,71685
20201104,110806,118339,109339,117806,959852,111120
20201103,106672,110806,106339,108872,331140,36168
20201102,105672,107872,102672,105605,225563,23889
20201030,110672,111072,105205,105539,354428,38235
20201029,108605,112139,106672,111939,437453,47876
20201028,101338,115206,101272,111472,812977,88463
20201027,96738,104539,95205,101205,615572,62000
20201026,106805,107005,98405,98738,588272,59358
20201023,103339,108205,103339,106805,369409,39285
20201022,108272,108272,103539,103805,340112,35817
20201021,111206,111206,105739,109405,312328,33883
20201020,105872,109805,102405,109339,586529,61826
20201019,113339,113606,107605,108672,314542,34668
20201016,113272,115339,112006,113339,250427,28420
20201015,118806,118806,111939,113339,431546,49203
20201014,122539,122539,118539,119673,225268,26978
20201013,120206,124340,120006,122539,330838,40585
20201012,120873,121873,119139,120006,173072,20762
20201008,122673,123673,118873,120739,293957,35378
20201007,123406,124006,121273,122339,223043,27325
20201006,123473,127006,122606,124206,296130,36955
20201005,122673,122673,118806,120673,305707,37049
20200929,121873,122273,117673,120206,334561,40157
20200928,113072,122606,112672,118673,484461,56529
20200925,110672,115806,109672,111739,553580,62419
20200924,116673,118539,108605,109939,743562,83691
20200923,125873,126006,117406,120006,547147,66269
20200922,126006,130673,122006,123806,508418,63581
20200921,136207,136940,127340,128140,481222,63221
20200918,136273,139407,133673,136140,684252,93286
20200917,143541,145207,136540,136607,383168,53867
20200916,141940,144741,140207,143474,352277,50307
20200915,135473,142874,134007,141274,539634,75269
20200914,136007,137007,133073,134473,243837,32781
20200911,135340,137874,132407,135007,323696,43423
20200910,140007,140007,133940,135340,355221,48362
20200909,137340,138407,133007,133540,447897,60551
20200908,144741,148207,139140,139140,507867,73265
20200907,142807,144007,140474,143074,510012,71764
20200904,140007,145874,140007,142807,690345,98546
20200903,147674,150474,144741,148874,497086,73261
20200902,138207,152008,136540,148607,1649682,241595
20200901,135473,138540,132673,136407,874450,118339
20200831,125006,139340,124606,139340,3985616,539181
20200828,122206,127873,122139,122739,810499,101079
20200827,125406,126873,120873,122139,505286,62342
20200826,125206,126540,123339,125140,605544,75779
20200825,123873,125673,121873,124606,622646,76908
20200824,112806,125806,112406,122473,1386724,166803
20200821,111539,113806,108272,111406,543444,60530
20200820,113139,116006,109139,110606,669678,75126
20200819,112406,115406,109672,113339,648224,73029
20200818,113939,118873,107339,111006,1001773,114167
20200814,126340,126340,114606,115406,1118061,133894
20200813,124006,129340,122139,125140,1169094,146435
20200812,127406,127473,121139,126673,515338,64249
20200811,132007,133273,127273,127740,430510,55539
20200810,134140,134740,132073,132073,295454,39279
20200807,130273,138007,129273,133340,820694,109915
20200806,131340,131607,128140,129873,293948,38074
20200805,131673,132207,129140,130207,311773,40692
20200804,128673,136340,127073,128473,867681,113518
20200803,130006,132873,124606,126406,678640,87085
20200731,116272,132540,115072,126806,1538319,193121
20200730,114206,118339,113472,116272,293568,33955
20200729,116139,116606,114206,114206,258212,29663
20200728,116339,117473,114339,116739,359414,41635
20200727,118006,120739,113539,116006,505430,59338
20200724,121473,127673,116673,118206,1003942,121989
20200723,106872,129540,105339,123339,2988158,356905
20200722,100717,109088,98716,102951,2133604,223102
20200721,95214,101351,94881,99917,1344090,132821
20200720,95448,96281,94147,95214,432153,41210
20200717,95948,96415,95281,95448,314648,30102
20200716,96548,96715,94914,95881,378477,36265
20200715,95181,96415,93547,95981,504144,48051
20200714,93080,96348,92580,94847,618129,58278
20200713,97816,97816,94747,94747,617352,59052
20200710,97215,98383,95214,98016,818234,79301
20200709,98883,99650,96382,98016,867664,85094
20200708,94714,99216,91412,97749,1616030,155275
20200707,93080,100784,90112,93714,4179205,404801
20200706,88378,91512,87277,91379,1362816,122305
20200703,83375,86710,79707,86677,1568798,130276
20200702,84676,87077,78439,82241,1932789,157919
20200701,89411,90312,84709,85076,874045,76150
20200630,88044,91046,84376,88878,1584486,139795
20200629,92313,93580,84742,86843,2402567,212931
20200626,96015,97382,92279,94714,1691556,160458
20200625,99350,100017,87044,94381,4602600,431737
20200624,109722,126730,90045,94781,8439064,863380
20200623,115124,117959,105720,110055,2815832,311787
20200622,89045,114457,87777,111856,4043292,409620
20200619,90379,92380,84376,89045,1365664,121739
20200618,80173,88177,80140,86710,2158393,183123
20200617,77739,80707,74871,78939,1003196,78026
20200616,75705,78739,74637,77839,789805,60796
20200615,78072,79540,71969,72370,960123,73253
20200612,70702,81207,70035,78873,1638975,126942
20200611,76705,78873,73704,76372,1169805,88846
20200610,79040,79040,75371,76838,1033232,79165
20200609,83709,83709,75805,79640,2021637,159878
20200608,84942,84942,81708,83842,843058,70034
20200605,72470,83375,72470,81274,2704033,210908
20200604,73904,77072,66733,72470,4667418,335640
20200603,85043,85643,60364,64666,3878945,273383
20200602,86043,86677,80640,85876,632243,53718
20200601,82441,89378,82408,85576,1559007,133262
20200529,76105,81674,74070,80607,1154750,90745
20200528,76038,76705,72536,75638,845232,63058
20200527,68368,78739,67967,73470,2275520,168114
20200526,67967,68568,65633,67167,715580,47802
20200525,65933,68334,65366,67767,1078618,72422
20200522,62998,68368,62765,65700,2335442,153970
20200521,62164,63598,61297,63065,876531,54629
20200520,64366,65700,62198,62198,1407691,89204
20200519,60597,66333,57395,65866,3972792,250748
20200518,61898,62631,59363,59363,845253,51555
20200515,59263,63332,58796,60830,1603829,97911
20200514,61698,62865,58563,59997,1677346,101974
20200513,55828,65633,55128,60797,4238714,258440
20200512,56362,58129,52526,57595,2685442,147705
20200511,49025,60630,48558,56161,6933277,381721
20200508,46390,49692,46056,48358,3471772,165248
20200507,41954,46790,41788,46023,4246267,188518
20200506,40720,47190,40087,41754,8113526,353918
20200504,32016,40687,31816,39687,6992597,258428
20200429,30915,32183,30849,31416,587409,18569
20200428,31783,31783,30782,30849,604789,18820
20200427,31749,31883,31316,31549,433862,13715
20200424,32350,32983,31249,31282,913235,29242
20200423,31116,32916,30582,32650,1423877,45314
20200422,30782,31149,30282,31049,699448,21455
20200421,30349,31716,29381,31216,1719079,52841
20200420,30715,31149,30382,30549,423328,12997
20200417,31216,31349,30449,30815,566657,17464
20200416,28914,30782,28881,30682,868516,26276
20200414,28814,30048,28748,29381,710186,20902
20200413,29848,30182,28614,28614,854069,24976
20200410,30315,30882,29048,30048,913766,27438
20200409,30849,31949,29948,30115,1257199,38812
20200408,30415,30749,29682,30082,971985,29366
20200407,28114,30849,28047,30415,3235259,96443
20200406,26813,27781,26780,27781,1104546,30226
20200403,27114,27681,26080,26813,1339634,36148
20200402,26246,26780,25213,26613,1295880,33765
20200401,27347,28448,25713,25713,1656144,44929
20200331,26447,27647,25946,27347,2168783,58301
20200330,23478,26113,23178,25646,1949022,48976
20200327,25179,26447,23245,24112,2963469,73718
20200326,25013,25713,24079,24346,2241742,55819
20200325,26146,26513,24112,25313,3276600,83262
20200324,21411,25579,20944,24612,5872798,139018
20200323,19410,21311,19010,20344,2327577,46538
20200320,20777,21678,19510,20910,3370921,70078
20200319,23512,23712,18376,19643,4092198,85167
20200318,24546,25113,22044,22044,2587217,62055
20200317,21011,24879,20977,24279,3939580,92687
20200316,24012,25913,22378,22378,3543088,85438
20200313,24312,25479,20710,23212,4747601,109280
20200312,27080,28214,25313,26313,2642516,70640
20200311,30349,30615,26647,27647,2160255,61338
20200310,29748,30582,29048,30349,1469991,43736
20200309,29982,30915,29481,29915,1428705,42912
20200306,31883,32350,30549,31116,1350726,42234
20200305,32516,33050,31282,32516,1622978,52286
20200304,29481,32083,29381,31949,1782789,55577
20200303,30915,31482,29415,29548,1471298,44939
20200302,29181,30182,28581,29682,1844681,54248
20200228,30482,31282,28614,28848,2245061,67120
20200227,32183,33150,30048,30882,1893196,59790
20200226,33017,33684,31883,32383,2033523,66271
20200225,30949,34017,30849,33850,2525409,82831
20200224,31349,32650,30849,30915,1563178,49354
20200221,33483,33984,32850,32850,1332651,44331
20200220,32650,34517,32516,34084,2083169,69630
20200219,32483,33083,31816,32850,1175889,38209
20200218,32016,33083,31449,32483,1560900,50393
20200217,33317,33650,31849,32350,2395148,78474
20200214,29181,32916,29181,32850,6488486,205970
20200213,30315,30649,29015,29081,1392681,41316
20200212,29715,30982,29481,29982,1678603,50785
20200211,29015,31282,28814,30115,2965820,88472
20200210,30515,30815,29015,29015,2457445,73369
20200207,27080,33750,26947,30282,11110633,337371
20200206,27514,28114,26413,27447,3523673,96150
20200205,22911,26780,22378,26780,5641715,138629
20200204,21978,22945,21911,22545,1112225,24996
20200203,20810,22011,20510,21878,991556,21310
20200131,21411,22278,20944,21277,936639,20226
20200130,21344,22378,21344,21711,1019895,22272
20200129,20644,22645,20477,21778,1539733,33318
20200128,20177,20577,20010,20344,825052,16756
20200123,20844,21244,20644,21044,617937,12902
20200122,20544,21344,20510,20910,605307,12643
20200121,21077,21277,20344,20544,1131571,23378
20200120,22044,22044,21311,21311,803889,17342
20200117,21444,23012,21177,21944,1658549,36708
20200116,21444,21844,20977,21277,788495,16771
20200115,21577,21944,21277,21577,552894,11948
20200114,22745,22745,21311,21511,1225091,26729
20200113,22211,22845,21878,22611,801697,17911
20200110,21577,22745,21177,22178,1257451,27833
20200109,21277,21511,20977,21377,974831,20739
20200108,21277,21344,19810,20243,2483124,50931
20200107,21277,21778,21177,21577,877736,18873
20200106,21678,21744,20910,20977,1904366,40436
20200103,23178,23245,22078,22478,1492555,33732
20200102,22778,23445,22278,23278,1486393,33953
20191230,21344,23178,21177,22311,2649187,59296
20191227,21011,21811,20777,21177,2211931,46995
20191226,19476,20644,19243,20577,2586336,51245
20191224,19476,19710,19176,19343,1101154,21369
20191223,19410,20277,19243,19376,2128270,41868
20191220,19010,19576,18743,19210,1137535,21890
20191219,19943,19977,18709,18909,1447115,27947
20191218,20310,22311,19643,19843,4540480,94585
20191217,19710,20310,19443,20243,2031220,40507
20191216,19276,19777,19043,19476,1287430,25026
20191213,19143,19576,18843,19210,1360855,26145
20191212,18476,20410,18276,19010,4951661,96088
20191211,19110,19210,18042,18176,1552840,28731
20191210,19143,19610,18743,19143,1900237,36476
20191209,19643,19677,18276,19010,2062495,39006
20191206,19710,20510,18709,19410,3025559,59442
20191205,22044,22278,19643,19677,3879565,80368
20191204,21778,23245,21011,22111,5450264,120764
20191203,24379,25746,21477,22111,16902402,392859
20191202,21611,21611,21611,21611,532171,11501
20191129,15458,16775,15458,16642,1124003,18392
20191128,16008,16558,15708,15708,610936,9752
20191127,16458,16492,15608,16075,883397,14109
20191126,16875,16875,16175,16525,879370,14470
20191125,14557,17042,14557,16575,2522054,40866
20191122,14691,14907,14007,14240,722195,10441
20191121,14757,15258,14374,14691,705157,10491
20191120,16041,16208,14407,14607,1665043,25010
20191119,16458,16642,15958,16008,660297,10728
20191118,15791,16975,15591,16558,952408,15732
20191115,16025,16091,15775,15775,496051,7887
20191114,15491,16308,15141,15925,616981,9748
20191113,16775,16808,15341,15491,916168,14633
20191112,16658,17009,16425,16658,420492,7015
20191111,16775,17242,16408,16625,650144,10893
20191108,15725,16658,15524,16625,1047085,17122
20191107,15324,15958,15324,15708,485112,7602
20191106,15675,15841,15341,15441,535256,8310
20191105,14907,15958,14757,15675,863733,13306
20191104,14991,15158,14824,14841,464183,6967
20191101,14307,14941,14274,14841,546702,8066
20191031,14507,15091,14307,14374,665886,9772
20191030,14524,14691,14074,14474,497400,7149
20191029,14807,14891,14524,14574,404051,5916
20191028,13790,14891,13790,14641,928123,13537
20191025,13774,14024,13707,13774,366291,5062
20191024,14240,14257,13573,13907,577736,7954
20191023,13874,14424,13790,14024,821922,11601
20191022,13890,14257,13573,13690,816537,11339
20191021,14024,14424,13924,14007,462723,6545
20191018,14240,14357,13974,14124,381844,5388
20191017,14140,14657,13824,14274,695502,9924
20191016,14007,14240,13807,14140,437451,6144
20191015,13040,14974,12973,14024,1750141,24605
20191014,12823,13007,12556,13007,393193,5025
20191011,12823,12873,12573,12606,340483,4321
20191010,12540,13057,12540,12773,539700,6871
20191008,13107,13107,12556,12606,821994,10453
20191007,12940,13373,12756,13107,1149412,15060
20191004,12473,12823,12356,12623,585643,7390
20191002,12340,12756,12089,12473,835958,10427
20191001,11539,12456,11422,12440,1116840,13508
20190930,11739,11823,11139,11422,355799,4086
20190927,11773,12106,10839,11539,462537,5336
20190926,11539,12156,11522,11656,620873,7329
20190925,11506,11856,11289,11422,419838,4856
20190924,11006,12039,10989,11622,599862,6966
20190923,11989,11989,11539,11539,469193,5460
20190920,11956,12273,11873,11973,280717,3358
20190919,11839,12306,11806,12039,431031,5193
20190918,12273,12406,11789,11839,503508,6064
20190917,11389,12406,11306,12206,1081883,13061
20190916,11006,11506,10672,11489,612894,6824
20190911,10822,11139,10722,10972,307574,3368
20190910,11106,11372,10739,10822,492516,5370
20190909,11339,11839,11156,11222,873754,10044
20190906,11339,11439,10989,11172,320477,3585
20190905,11556,11572,11072,11239,607934,6858
20190904,10822,11506,10589,11506,921175,10252
20190903,10922,11356,10739,10855,1033940,11402
20190902,10389,11156,10222,10839,1335898,14376
20190830,10789,10922,10188,10372,1296552,13636
20190829,10622,11422,10272,10589,2564576,27433
20190828,8988,10739,8788,10739,4840303,48065
20190827,8037,8271,7971,8271,266417,2176
20190826,8204,8338,7787,7871,466963,3753
20190823,8638,8838,8538,8621,240669,2076
20190822,8938,9021,8721,8804,255124,2247
20190821,8671,8954,8604,8921,348279,3064
20190820,8137,8954,8054,8854,757325,6574
20190819,8254,8338,8037,8104,152204,1237
20190816,7904,8221,7671,8187,292135,2329
20190814,8171,8271,7987,8037,264387,2147
20190813,8604,8604,7904,7937,737310,5975
20190812,8271,9005,8004,8638,562594,4811
20190809,8121,8237,7904,8021,281109,2258
20190808,7887,8187,7754,8137,380627,3053
20190807,7470,7887,7454,7887,756072,5824
20190806,6853,7971,6820,7237,1358612,10130
20190805,9071,9138,7320,7337,1415601,11483
20190802,9338,9638,9105,9188,581487,5409
20190801,9505,10138,9505,9755,328096,3240
20190731,9705,9905,9005,9688,683823,6417
20190730,10005,10238,9772,9772,210042,2104
20190729,10405,10405,9822,9838,272177,2725
20190726,10455,10639,10155,10455,219499,2267
20190725,10572,11139,10539,10539,245034,2650
20190724,10605,10905,10572,10689,152273,1632
20190723,11506,11556,10539,10722,417895,4620
20190722,10822,11206,10789,11056,164333,1818
20190719,10905,11089,10805,10939,212750,2327
20190718,10589,11172,10422,10905,294519,3166
20190717,10839,10889,10572,10772,395010,4246
20190716,10305,11039,10222,10839,503160,5425
20190715,10322,10489,10022,10339,283670,2916
20190712,10672,10672,10238,10439,319037,3317
20190711,10505,10655,10272,10639,263724,2767
20190710,9838,10572,9838,10305,387739,3982
20190709,9955,10222,9772,9855,449208,4494
20190708,10772,10822,9638,9805,921715,9310
20190705,10422,10955,10372,10939,360870,3839
20190704,10689,11172,10272,10439,571973,6033
20190703,11239,11489,10622,10789,489586,5324
20190702,11839,12039,11106,11272,506390,5825
20190701,11239,12189,11006,11989,790336,9207
20190628,10755,11222,10739,10939,699469,7715
20190627,11989,12139,10472,10772,1255832,14012
20190626,12139,12406,11889,12006,451703,5476
20190625,12556,12706,12206,12306,486297,6042
20190624,13323,13440,12523,12773,472897,6061
20190621,13423,13607,13240,13323,207079,2768
20190620,13190,13674,13107,13540,409172,5497
20190619,13590,13674,12806,13190,782102,10337
20190618,14157,14407,13323,13490,981541,13420
20190617,14607,14624,14124,14290,557910,7958
20190614,15191,15258,14591,14607,510837,7562
20190613,15508,15574,14991,15124,1924528,29193
20190612,15141,15608,14907,15608,890519,13658
20190611,14424,15258,14424,15091,1015793,15157
20190610,14541,14607,14307,14424,314666,4543
20190607,14090,14441,13974,14374,364282,5182
20190605,14024,14457,13990,14007,367187,5210
20190604,14057,14407,13924,13990,235481,3323
20190603,14107,14407,14057,14140,154816,2191
20190531,13690,14607,13690,14257,319292,4561
20190530,14307,14474,13707,13757,336321,4698
20190529,14724,14891,14107,14190,502576,7215
20190528,14707,15091,14374,14907,828657,12314
20190527,14657,14891,14491,14707,489973,7194
20190524,14257,14774,14174,14707,486273,7091
20190523,14641,14707,13907,14441,685889,9869
20190522,14907,15574,14140,14407,2035604,29750
20190521,13373,14024,13157,13857,606777,8245
20190520,13907,14074,12906,13373,684570,9245
20190517,14507,14707,13623,13924,676648,9494
20190516,15108,15258,14391,14507,491583,7291
20190515,15474,15675,14807,15108,1278420,19480
20190514,14074,14741,14024,14624,502495,7292
20190513,14057,14591,14057,14257,324042,4640
20190510,14007,14391,13874,14057,236471,3330
20190509,14641,14741,13757,14040,457133,6470
20190508,14507,14774,14274,14557,389943,5656
20190507,14774,15124,14524,14841,731442,10797
20190503,14090,15091,14040,15091,521148,7674
20190502,14674,14741,14057,14074,555010,7946
20190430,14374,14824,14274,14707,407595,5961
20190429,13690,14457,13690,14424,348834,4966
20190426,13523,13990,13373,13690,256312,3511
20190425,14007,14074,13557,13623,293334,4022
20190424,14341,14341,13907,14007,203319,2856
20190423,14674,14674,13840,14140,306729,4346
20190422,14541,15041,14274,14607,430498,6345
20190419,13640,14524,13640,14441,560615,8013
20190418,14207,14357,13173,13640,876306,11899
20190417,14224,14507,14224,14274,175130,2508
20190416,14140,14591,14057,14341,330330,4729
20190415,14724,14774,14140,14224,407469,5834
20190412,15341,15408,14657,14724,378087,5645
20190411,15058,15141,14707,14841,279868,4162
20190410,14140,15074,14040,14941,674099,9923
20190409,14807,14907,13907,14324,716624,10228
20190408,14541,14907,14107,14807,619322,9057
20190405,15541,15608,14557,14591,715241,10724
20190404,15341,15841,15191,15608,454657,7050
20190403,15508,15841,15208,15308,529961,8229
20190402,16041,16158,15358,15491,651232,10201
20190401,16108,16308,15558,16091,573565,9172
20190329,15174,16158,15008,16091,828039,12964
20190328,14974,15591,14691,15008,664696,10076
20190327,16141,16208,15208,15208,639631,10003
20190326,15258,16408,15158,16041,1428063,22745
20190325,15508,15825,14957,15024,918180,14019
20190322,15758,15908,15224,15891,738249,11522
20190321,16291,16675,15808,15875,1141856,18465
20190320,15141,16175,14841,16175,1214483,18884
20190319,15224,15508,14841,15158,734363,11098
20190318,15258,15841,15041,15224,1558969,24093
20190315,14341,15608,14174,15208,2580597,38490
20190314,14040,14474,13940,14224,612963,8671
20190313,14007,14874,13523,14040,1782876,25256
20190312,12940,13974,12806,13840,1799238,24298
20190311,13173,13290,12340,12806,3636402,45592
20190308,11989,13073,11873,12840,1860300,23731
20190307,11472,12256,11172,11989,875235,10485
20190306,11873,11939,11339,11522,373805,4305
20190305,11789,11923,11589,11756,321019,3772
20190304,12006,12073,11589,11723,920438,10902
20190228,10439,11823,10372,11372,1777532,20100
20190227,10238,10439,10155,10355,182648,1874
20190226,10238,10439,10172,10188,116276,1196
20190225,10455,10605,10105,10205,376552,3854
20190222,10739,10855,10405,10439,252651,2673
20190221,10955,11022,10739,10739,211436,2302
20190220,10955,10989,10805,10955,116873,1269
20190219,10855,11022,10672,10939,135364,1471
20190218,10805,11039,10639,10922,293526,3204
20190215,10355,10705,10339,10705,186468,1961
20190214,10639,10639,10272,10422,165442,1727
20190213,10622,10772,10455,10505,175352,1861
20190212,10605,10772,10405,10605,205685,2179
20190211,10472,10655,10339,10605,269463,2842
20190208,10105,10439,10005,10422,210150,2154
20190207,10272,10272,9955,10088,171688,1729
20190201,9805,10105,9621,10105,243154,2383
20190131,9521,9722,9438,9638,177439,1701
20190130,9805,10105,9255,9505,405424,3906
20190129,9872,9938,9688,9722,172909,1692
20190128,9938,10105,9922,9972,126549,1265
20190125,10188,10188,9938,10022,98810,988
20190124,9955,10105,9838,10072,170249,1698
20190123,10038,10105,9872,9922,108855,1082
20190122,9822,10172,9755,10072,208777,2091
20190121,10072,10138,9822,9822,146147,1451
20190118,9988,10088,9822,9972,140873,1398
20190117,9588,10072,9571,9988,279613,2742
20190116,9805,9905,9555,9588,255277,2457
20190115,9788,10205,9772,9805,249157,2487
20190114,10255,10305,9738,9772,339928,3360
20190111,10255,10422,10105,10255,264117,2713
20190110,10339,10439,10122,10288,231970,2386
20190109,10622,10839,10072,10238,618678,6345
20190108,10639,10789,10322,10605,339100,3567
20190107,10905,10905,10339,10639,349094,3695
20190104,10339,10722,10205,10639,548327,5779
20190103,10305,10472,9905,10205,766213,7878
20190102,9772,10305,9772,10305,696645,6998
20181228,9355,9855,9355,9538,396351,3817
20181227,8954,9455,8954,9388,476453,4347
20181226,8521,8788,8421,8688,343607,2969
20181224,8371,8738,8321,8671,375379,3210
20181221,8371,8604,8371,8404,317250,2679
20181220,8338,8638,8171,8404,389220,3267
20181219,8371,8554,8321,8371,323742,2716
20181218,8187,8838,8154,8371,325136,2757
20181217,8688,8771,8271,8504,384132,3259
20181214,9371,9371,8638,8821,425652,3804
20181213,9488,9555,9171,9371,238306,2235
20181212,9488,9588,9438,9488,130714,1241
20181211,9655,9755,9321,9471,118882,1128
20181210,9822,9905,9505,9621,136090,1316
20181207,9621,10122,9621,9972,374615,3723
20181206,9488,9638,9455,9505,347514,3304
20181205,9672,9772,9438,9488,252267,2414
20181204,9955,10055,9772,9838,170594,1689
20181203,10038,10055,9888,9955,153754,1536
20181130,9938,10088,9838,9922,109001,1084
20181129,10172,10305,9922,9938,180978,1827
20181128,10088,10172,10005,10038,115184,1161
20181127,10005,10272,9955,10072,147052,1488
20181126,9822,10088,9772,9955,146645,1459
20181123,10072,10305,9872,9905,147055,1477
20181122,10155,10389,10072,10122,184015,1876
20181121,10155,10272,9838,10138,245910,2467
20181120,10305,10605,10238,10272,194837,2028
20181119,10339,10472,10105,10472,207418,2137
20181116,9955,10205,9855,10172,208933,2096
20181115,9955,10122,9621,9822,246873,2425
20181114,10238,10405,9988,9988,239259,2425
20181113,9972,10238,9672,10188,364120,3621
20181112,10472,10555,10122,10155,311202,3223
20181109,10689,11089,10622,10772,273646,2960
20181108,10755,10822,10555,10722,197265,2107
20181107,10772,10939,10288,10505,341523,3634
20181106,10539,10922,10355,10805,374189,3982
20181105,9905,10522,9855,10439,388534,3997
20181102,9605,9972,9605,9922,233850,2295
20181101,9471,9672,9321,9455,264621,2519
20181031,9288,9471,9071,9188,185823,1720
20181030,8554,9255,8504,9188,438003,3881
20181029,9021,9672,8754,8754,611394,5654
20181026,10072,10172,9088,9188,450849,4266
20181025,9905,10105,9538,9938,318882,3142
20181024,10805,10872,10072,10205,304387,3173
20181023,10922,11289,10555,10589,417811,4579
20181022,10855,11189,10739,11122,262684,2898
20181019,10572,10972,10305,10955,261448,2784
20181018,10589,10805,10472,10639,174945,1856
20181017,10855,10889,10405,10489,160084,1699
20181016,10372,10972,10372,10555,223451,2380
20181015,10539,10639,10205,10355,259655,2708
20181012,10288,10605,9938,10539,344195,3544
20181011,9905,10322,9822,9905,568621,5708
20181010,10705,10939,10372,10489,471412,4986
20181008,10939,11372,10805,10805,379019,4205
