date,open,high,low,close,volume,trade_volume
20181005,11372,11706,11122,11189,477094,5402
20181004,11222,12556,11022,11706,1270552,15114
20181002,11973,12139,11139,11189,902774,10432
20181001,12940,12973,11939,12123,665601,8185
20180928,13073,13190,12790,12840,495808,6420
20180927,12673,13123,12673,12856,576990,7439
20180921,12506,12706,12206,12673,488582,6117
20180920,12273,13040,12089,12373,1218102,15424
20180919,12723,12773,12323,12373,755907,9449
20180918,11206,13173,11206,12740,3125850,39039
20180917,11372,11489,11256,11306,230993,2619
20180914,11406,11622,11139,11306,429865,4910
20180913,11389,11589,10855,11222,738039,8219
20180912,11306,11806,11122,11422,768834,8857
20180911,11539,11789,11239,11372,647952,7404
20180910,11923,11956,11489,11539,636741,7427
20180907,11039,11906,10955,11673,1885460,21732
20180906,10639,11306,10455,10955,1206519,13246
20180905,11006,11089,10622,10622,693850,7538
20180904,10922,11406,10839,10972,1282207,14213
20180903,10205,11056,10072,10672,2097517,22526
20180831,9822,10222,9805,10138,484273,4896
20180830,9938,10072,9805,9822,249280,2471
20180829,10005,10138,9805,9922,283178,2828
20180828,10105,10505,9905,9905,677658,6874
20180827,9605,10422,9538,10055,1504138,15098
20180824,9488,9938,9338,9605,608732,5907
20180823,9388,9471,9205,9421,232132,2164
20180822,9421,9421,9138,9305,326876,3022
20180821,8838,9705,8838,9321,1245529,11641
20180820,9005,9155,8771,8788,333064,2976
20180817,8604,8971,8521,8804,406300,3558
20180816,8237,8504,7971,8504,354516,2917
20180814,8321,8704,8304,8454,530435,4505
20180813,9005,9005,8204,8304,671799,5741
20180810,9488,9488,8938,8938,757745,6892
20180809,9488,9822,9455,9455,464483,4465
20180808,10005,10005,9521,9521,596978,5804
20180807,9955,10122,9672,10005,583619,5789
20180806,10172,10339,9905,9922,542483,5452
20180803,10622,10755,10255,10339,662162,6941
20180802,10288,11272,10088,10605,3223055,34619
20180801,9705,11422,9705,10389,6248117,66929
20180731,9588,9755,9421,9705,691505,6638
20180730,9505,9872,9371,9555,1638891,15841
20180727,9705,9788,9288,9438,1568144,14946
20180726,10005,10155,9371,9888,4027235,39493
20180725,7604,9805,7204,9805,6874708,63055
20180724,7604,8087,7554,7554,528294,4127
20180723,8304,8438,7604,7604,698210,5573
20180720,9388,9455,8287,8404,675487,5912
20180719,9621,9738,9271,9371,328525,3093
20180718,9872,9955,9488,9672,240483,2331
20180717,9838,10205,9772,9805,369202,3670
20180716,9905,10122,9772,9838,185826,1838
20180713,9805,9988,9788,9872,232276,2289
20180712,9805,10088,9755,9922,285868,2829
20180711,10238,10322,9838,9872,331736,3334
20180710,10372,10572,10138,10272,428678,4434
20180709,9538,10672,9505,10455,1169415,11972
20180706,9705,9755,9271,9605,290216,2776
20180705,9772,9872,9505,9672,230897,2242
20180704,9872,10022,9638,9638,870036,8391
20180703,10272,10339,9605,9972,334261,3338
20180702,10522,10772,10188,10188,807790,8432
20180629,9788,10472,9655,10305,545199,5510
20180628,9455,9922,9455,9822,425208,4144
20180627,9305,9738,9205,9455,291541,2765
20180626,9171,9238,8854,9188,310336,2798
20180625,9121,9455,9088,9238,169919,1570
20180622,9138,9305,8954,9255,267148,2445
20180621,9638,9688,9205,9205,222969,2100
20180620,9471,9772,9471,9588,291553,2805
20180619,9488,9738,9255,9521,349883,3316
20180618,9471,9872,9388,9555,356396,3404
20180615,9388,9722,9388,9555,264567,2521
20180614,9605,9805,9371,9388,465922,4431
20180612,9922,10255,9638,9738,481571,4768
20180611,10222,10422,9905,10022,374198,3803
20180608,10689,10689,10355,10372,263181,2756
20180607,10405,10672,10288,10672,312366,3266
20180605,10589,10822,10305,10322,408444,4288
20180604,10605,10922,10539,10622,374918,4029
20180601,9972,10739,9955,10589,713256,7458
20180531,10405,10472,9988,10038,262195,2649
20180530,10472,10555,10005,10255,338360,3468
20180529,10672,11006,10439,10472,468834,5008
20180528,10555,10805,10439,10755,619355,6556
20180525,10889,11006,10639,10939,459496,4999
